filename,eqw_med,eqw16,eqw84
/pool/cfsi04_0/data/MDM_Hyades/03000280+074459_update.fits,1.1204308450052092,0.9437060666287552,1.3019898513227401
/pool/cfsi04_0/data/MDM_Hyades/03014830+373320_update.fits,-4.718675393815819,-5.544839997980118,-3.979006633162786
/pool/cfsi04_0/data/MDM_Hyades/03052067+254503_update.fits,-0.4500501875708225,-0.5943589438588719,-0.31913576948886974
/pool/cfsi04_0/data/MDM_Hyades/031733+0741.4_update.fits,2.133746180341433,1.6698719737549526,2.521590329788961
/pool/cfsi04_0/data/MDM_Hyades/032029+0827.3_update.fits,0.546945836318653,0.4816048484178864,0.6214447479800689
/pool/cfsi04_0/data/MDM_Hyades/04084015+233325_update.fits,-0.6252061682276792,-0.7970696699662255,-0.48589612610549104
/pool/cfsi04_0/data/MDM_Hyades/04105676+272915_update.fits,-3.459841341842769,-4.105860566057249,-2.848063789636424
/pool/cfsi04_0/data/MDM_Hyades/04145348+274528_update.fits,-2.1785187012877714,-2.621413117860439,-1.7763957117772706
/pool/cfsi04_0/data/MDM_Hyades/04210061+243108_update.fits,-2.143297834070623,-2.56726646667678,-1.7338946133106914
/pool/cfsi04_0/data/MDM_Hyades/04215308+241425_update.fits,-3.7849788529812396,-4.4733775992958345,-3.0513008132811192
/pool/cfsi04_0/data/MDM_Hyades/04215585+232505_update.fits,-0.8021245598649873,-0.9944005276500453,-0.6051022226652252
/pool/cfsi04_0/data/MDM_Hyades/04224284+203412_update.fits,-5.20469134310494,-7.003949223089208,-3.593432867669092
/pool/cfsi04_0/data/MDM_Hyades/04231137+210332_update.fits,-1.549088931076255,-1.9492214490742037,-1.158006164609258
/pool/cfsi04_0/data/MDM_Hyades/042552+1851.8_update.fits,1.3800944664002506,0.9633747897503797,1.8820389986692643
/pool/cfsi04_0/data/MDM_Hyades/04260584+153127_update.fits,2.1854962359869834,1.7434845781290114,2.637376763039153
/pool/cfsi04_0/data/MDM_Hyades/042746+1144.2_update.fits,1.8627997956361266,1.779856387142099,1.9436000764565011
/pool/cfsi04_0/data/MDM_Hyades/04293098+161441_update.fits,0.6663479226331013,0.5733684403732704,0.7585702170137508
/pool/cfsi04_0/data/MDM_Hyades/042958+1640.4_update.fits,1.2476430787440607,1.0881867155813523,1.4177375703640827
/pool/cfsi04_0/data/MDM_Hyades/043116+2008.0_update.fits,1.4889868475691475,1.2596960712905023,1.7254270289780527
/pool/cfsi04_0/data/MDM_Hyades/04325009+160021_update.fits,1.3415589040295228,1.017169323598608,1.6835337235126928
